1000
1	1000
242	687	2887
242	918	981
242	37	1391
242	39	2615
242	990	1067
242	692	3234
243	113	3508
243	937	3480
243	818	2566
243	287	3533
243	521	3305
243	676	2777
243	528	553
243	42	2418
243	379	3522
244	413	3292
244	199	3524
244	348	2871
244	312	3524
244	411	1773
244	534	2959
244	882	2805
244	308	1025
244	970	2867
244	698	1515
245	546	607
245	340	3168
245	535	555
245	281	530
245	508	3224
245	208	2057
245	222	1657
246	154	1595
246	841	3488
246	264	2931
246	657	1069
246	660	3408
246	768	2484
247	780	2626
247	699	3471
247	217	3223
247	387	2554
247	509	1862
247	772	914
248	747	3416
248	936	3576
248	412	1177
248	232	1200
248	751	2859
248	315	1513
248	537	1770
248	782	5420
249	829	2621
249	583	1623
249	702	2617
249	689	3575
249	531	3460
249	988	2657
249	294	3248
249	652	2559
249	861	3053
249	435	2489
250	817	2546
250	99	2558
250	487	357
250	560	1308
250	645	2259
250	876	3592
250	556	2006
250	791	2764
250	150	3217
250	765	1912
251	37	598
251	485	3184
251	97	592
251	834	2382
251	348	2497
251	886	2815
251	264	2796
251	340	1334
252	876	1392
252	504	2520
252	116	2720
252	485	884
252	965	1133
252	219	805
252	942	2040
253	42	3164
253	227	753
253	787	380
253	357	1868
253	591	2346
253	701	2075
253	747	2032
253	496	3411
253	58	2850
254	372	1495
254	812	2124
254	939	2180
254	287	1373
254	104	1909
254	571	2687
254	511	1760
254	772	1211
254	757	2756
254	868	1442
255	570	2375
255	343	2867
255	579	2948
255	280	2821
255	847	2515
255	296	1472
255	308	937
255	631	1046
255	10	2998
256	893	1907
256	420	2356
256	334	2684
256	26	2692
256	683	3407
256	41	1733
256	764	874
256	500	16
256	922	2310
257	791	726
257	279	1684
257	345	2187
257	300	3703
257	653	3367
257	698	3532
258	437	1330
258	340	1300
258	392	3195
258	265	1782
258	715	1191
258	611	2038
258	3	3178
258	208	2297
259	458	1163
259	847	2800
259	809	3249
259	396	1263
259	82	2256
259	159	431
259	650	1921
259	631	1717
259	467	786
259	55	3572
259	879	3269
260	780	2702
260	730	612
260	671	3044
260	72	976
260	506	3473
260	946	3167
260	784	2527
260	862	2184
260	896	2119
261	915	3546
261	603	3213
261	114	2118
261	325	3316
261	696	1054
261	818	2674
261	741	1699
262	735	3354
262	542	1639
262	546	2201
262	773	548
262	889	3073
262	777	2466
262	235	1688
263	31	314
263	748	1749
263	309	1360
263	10	2538
263	999	883
263	923	1523
263	884	927
263	396	2272
263	827	2534
263	950	1866
264	503	959
264	435	1188
264	148	1706
264	57	1251
264	748	2039
264	154	987
265	516	2756
265	782	1104
265	165	1529
265	938	2224
265	55	897
265	490	484
265	75	2850
265	524	2021
265	720	1956
266	966	3364
266	120	3190
266	952	2087
266	111	1290
266	197	1082
266	982	2276
266	779	947
266	7	2096
266	611	637
267	357	2101
267	572	980
267	159	1369
267	317	2386
267	55	1878
267	224	901
268	304	2692
268	441	1789
268	510	3341
268	355	3289
268	811	2776
268	613	635
268	553	793
268	983	2608
268	327	2679
268	714	2462
269	2	824
269	762	1523
269	130	2562
269	330	630
269	208	3518
269	19	754
270	132	1898
270	405	2460
270	794	2738
270	484	2520
270	344	2200
270	189	1300
271	10	2539
271	543	2181
271	394	1246
271	552	2478
271	648	2398
271	24	1716
271	550	3426
271	619	599
271	49	1513
271	402	1272
272	868	3059
272	257	844
272	466	3104
272	817	2385
272	583	1761
272	804	639
272	927	1005
272	915	468
273	274	943
273	61	3271
273	113	795
273	535	3435
273	477	2840
273	703	2643
273	807	1341
273	603	3560
273	841	545
273	939	1445
274	419	2568
274	603	2266
274	920	1531
274	626	1972
274	46	2505
274	627	2063
274	155	2428
274	181	1162
274	749	2541
275	38	2838
275	753	796
275	212	3469
275	409	2892
275	162	3553
275	82	2736
275	289	2658
275	805	3584
275	73	49
276	470	2111
276	855	1933
276	540	2946
276	220	1585
276	772	3577
276	813	3501
276	608	3309
276	499	2706
276	468	1424
277	773	2930
277	584	3238
277	653	2461
277	928	1141
277	511	1441
277	212	1089
277	586	2151
277	519	2837
278	212	1133
278	187	857
278	797	876
278	120	2922
278	699	2678
278	170	2350
278	216	653
278	391	3183
278	555	2468
278	593	3524
279	38	1259
279	287	1801
279	485	970
279	3	2690
279	272	1804
279	606	2164
279	478	3241
280	109	2419
280	23	3469
280	795	2124
280	876	1014
280	743	376
280	774	1418
280	474	2335
281	589	2255
281	308	837
281	126	884
281	731	2190
281	332	640
281	553	3022
281	850	1790
281	31	1438
282	593	637
282	619	2647
282	307	938
282	960	452
282	884	2047
282	262	3530
283	740	1831
283	994	784
283	27	3030
283	266	1389
283	299	3218
283	65	3016
283	99	3337
283	734	3376
283	314	1615
284	520	994
284	209	2437
284	116	1957
284	20	1291
284	307	820
284	230	929
284	624	1027
284	166	1575
284	739	2814
284	356	927
285	476	756
285	920	2108
285	789	3159
285	531	3052
285	600	3047
285	93	878
285	45	775
285	943	2922
286	520	2600
286	843	3187
286	582	1430
286	42	2786
286	469	2582
286	450	110
286	104	3551
286	279	894
286	138	363
286	43	2747
287	682	576
287	160	2388
287	502	2103
287	432	2935
287	758	1599
287	580	2732
287	253	3198
287	225	2276
287	816	3135
287	76	1214
288	781	784
288	349	625
288	827	1308
288	845	2222
288	15	558
288	87	2675
288	938	1782
289	101	1184
289	181	3230
289	336	2844
289	512	423
289	809	2393
289	358	2607
289	487	386
289	823	2137
290	921	2676
290	486	3104
290	69	3366
290	759	746
290	20	1751
290	262	315
291	289	2326
291	596	387
291	347	2771
291	251	3486
291	63	2800
291	216	567
291	381	898
291	272	2646
291	299	2554
292	847	1996
292	641	2046
292	498	3415
292	786	2755
292	855	1738
292	472	2035
293	947	1659
293	842	1217
293	496	3439
293	873	2357
293	528	3245
293	376	2889
294	392	2387
294	12	443
294	844	1239
294	557	1639
294	634	1638
294	528	1406
295	266	2600
295	595	2539
295	272	3130
295	959	2576
295	787	2500
295	671	723
295	757	1357
296	182	2804
296	813	737
296	401	1882
296	639	905
296	601	1060
296	673	315
296	36	674
296	789	1144
296	904	3547
296	413	3197
297	146	924
297	6	3133
297	120	984
297	35	3379
297	30	904
297	604	3150
297	765	998
297	888	1092
297	279	3491
297	466	1401
297	671	2066
298	421	2536
298	803	1498
298	186	1483
298	245	3166
298	470	2121
298	525	3257
298	111	2465
298	372	1476
298	209	883
298	114	2179
298	288	673
299	431	3247
299	972	2751
299	734	2390
299	483	3293
299	929	2661
299	392	750
299	718	2044
299	1000	7225
299	538	531
300	318	3437
300	385	966
300	570	833
300	173	2644
300	12	3045
300	908	552
300	479	336
300	788	379
300	262	2197
300	730	2612
300	932	2596
301	151	3356
301	986	1007
301	411	2083
301	756	1884
301	351	2769
301	838	1419
301	292	2194
301	560	1153
301	38	1017
301	738	2222
301	441	2948
302	259	452
302	26	3566
302	23	3047
302	734	469
302	84	1639
302	927	3213
302	517	815
302	168	2606
302	622	1520
302	835	2556
303	719	2676
303	920	2829
303	497	1908
303	809	1682
303	477	1619
303	829	2170
303	712	3137
303	488	2013
303	233	3154
304	417	2986
304	163	1632
304	368	524
304	619	1639
304	829	697
304	725	2492
305	94	2644
305	351	804
305	266	2153
305	180	2552
305	42	2304
305	350	2648
305	641	3212
305	184	1089
306	788	1295
306	517	1712
306	469	1330
306	762	1731
306	797	1046
306	960	3138
306	250	1417
306	909	1458
306	931	3024
306	725	2400
307	450	3200
307	790	3089
307	364	3045
307	354	3523
307	515	762
307	211	1994
307	669	1602
307	494	1608
308	28	2342
308	725	1576
308	533	1403
308	655	2637
308	922	1538
308	664	2542
308	415	785
308	851	603
308	930	1906
308	147	1018
309	158	935
309	646	1221
309	169	2135
309	952	3375
309	713	508
309	495	3344
309	537	3553
309	878	3037
310	957	2774
310	370	2379
310	604	1305
310	102	981
310	360	2547
310	874	2213
310	627	735
310	219	2323
310	978	1617
311	674	3393
311	552	3016
311	784	1474
311	664	1207
311	532	3301
311	854	1953
312	10	3560
312	209	3077
312	912	3338
312	511	2631
312	106	1849
312	520	3114
312	709	1011
312	464	2819
312	303	651
312	11	444
312	267	494
313	211	2837
313	690	301
313	35	2233
313	501	2450
313	249	1271
313	685	3439
313	767	2254
313	368	3188
313	862	5887
314	429	1864
314	616	2368
314	524	1134
314	548	1873
314	737	2992
314	284	1436
314	479	3106
314	76	3440
314	565	3430
314	130	3304
315	675	3305
315	182	2278
315	379	594
315	336	647
315	971	342
315	642	1307
316	86	2656
316	159	3568
316	503	2423
316	81	3228
316	517	960
316	232	3073
316	13	2006
316	23	1098
316	487	776
316	228	358
317	108	1995
317	322	423
317	937	3339
317	234	406
317	858	2195
317	677	2555
317	28	2411
317	109	2715
317	5	1253
317	377	749
317	31	1593
318	437	2076
318	739	1336
318	308	1261
318	167	2199
318	873	2562
318	831	1405
318	130	1379
318	230	775
318	478	3215
318	788	2187
318	391	2875
319	19	1673
319	147	862
319	813	3425
319	16	628
319	553	1795
319	208	920
319	325	3359
319	576	755
319	479	2035
319	532	1213
319	642	3278
320	327	2259
320	888	3237
320	577	1015
320	854	3491
320	635	2833
320	634	521
320	534	2243
320	556	2866
321	522	1765
321	788	694
321	194	3353
321	558	3597
321	493	433
321	580	2815
321	256	2457
321	19	125
322	293	3288
322	596	2837
322	671	2289
322	129	1785
322	312	772
322	469	1116
322	327	2263
322	373	2401
322	470	1672
323	197	1463
323	432	769
323	357	2469
323	833	2566
323	277	1030
323	404	2611
323	1	1528
323	891	362
323	55	1325
323	962	2907
323	615	3254
324	219	747
324	948	2628
324	875	3578
324	741	325
324	130	3034
324	495	3480
324	391	2640
324	402	2079
325	212	2045
325	269	665
325	865	427
325	672	2358
325	23	1254
325	675	1141
325	537	1240
325	88	3092
325	777	2032
326	159	2286
326	553	1709
326	394	480
326	201	655
326	464	1767
326	492	2491
326	845	3240
326	929	3296
326	18	613
326	178	1468
327	873	2719
327	732	396
327	16	1579
327	857	1640
327	969	2527
327	507	3337
327	159	1063
327	512	3105
327	134	1022
327	541	3456
327	394	2196
328	695	2620
328	417	1497
328	276	2944
328	89	2499
328	880	2873
328	694	1710
328	807	2938
328	341	2994
328	122	1975
328	636	1616
328	926	430
329	55	1002
329	780	3391
329	628	1782
329	549	1187
329	970	379
329	289	1418
330	218	2062
330	664	486
330	808	340
330	790	3412
330	392	2959
330	483	344
330	739	918
330	988	1876
330	194	571
331	21	1189
331	514	2236
331	171	3383
331	786	968
331	942	2120
331	969	1192
331	86	1469
332	498	370
332	252	3201
332	815	1718
332	760	3083
332	920	357
332	201	1292
332	157	352
332	553	1997
332	556	2518
332	271	3399
332	3	1910
333	742	2927
333	625	333
333	725	567
333	432	2512
333	422	736
333	845	1223
333	379	2909
333	165	1090
334	859	1030
334	603	1175
334	205	2520
334	124	2044
334	870	3263
334	641	2789
335	734	1684
335	360	1841
335	545	1651
335	519	1476
335	905	1911
335	959	1754
335	879	1463
335	658	1258
335	222	1735
336	357	1004
336	371	1519
336	541	705
336	944	3289
336	380	2344
336	642	2225
336	672	80
337	311	3153
337	534	1439
337	55	747
337	18	1860
337	326	1615
337	74	516
337	745	3449
337	388	3488
337	653	1824
337	464	1744
338	962	2897
338	738	401
338	867	2200
338	23	2891
338	219	742
338	475	330
338	552	579
338	591	1066
338	257	380
339	131	3388
339	379	2261
339	757	1840
339	793	3024
339	639	1119
339	751	1165
339	993	1124
339	579	572
339	452	2481
340	270	3455
340	58	1978
340	835	432
340	742	586
340	175	2212
340	626	722
340	520	706
340	53	1245
341	73	2079
341	407	408
341	232	1419
341	84	1173
341	89	3502
341	760	847
341	317	1971
341	202	601
341	804	1910
342	806	1337
342	431	1121
342	184	503
342	766	2738
342	999	1896
342	907	2406
342	647	1239
342	176	944
342	676	3348
342	921	1647
343	350	964
343	469	806
343	577	543
343	268	2587
343	492	1856
343	118	3123
344	367	1407
344	698	1111
344	667	3589
344	932	1483
344	599	1523
344	40	407
344	141	995
344	712	2837
344	75	864
344	935	2775
344	843	1241
345	958	1926
345	223	322
345	632	1765
345	141	2487
345	390	760
345	91	3464
345	633	3057
345	798	2605
345	438	3496
345	346	2664
345	921	1189
346	677	3322
346	295	997
346	457	2762
346	347	1971
346	270	798
346	72	3199
346	478	363
346	840	1190
346	403	2364
346	439	2245
347	930	1534
347	407	1510
347	938	615
347	483	2638
347	807	739
347	756	2135
348	765	3106
348	588	1172
348	571	571
348	470	2520
348	326	2133
348	724	3295
348	166	1725
348	763	890
348	102	3282
349	650	2066
349	696	3382
349	800	1666
349	286	2616
349	203	3552
349	534	1129
349	976	3580
349	591	3561
349	88	1552
349	825	1367
349	64	3209
350	183	3201
350	689	989
350	982	2831
350	91	2100
350	238	2589
350	848	3205
350	13	531
350	829	921
350	850	2152
351	514	1577
351	929	1120
351	359	1183
351	174	1306
351	875	3375
351	601	1819
351	499	1397
352	802	1443
352	962	695
352	921	673
352	491	1903
352	801	966
352	615	1225
352	316	655
352	365	2224
352	138	3321
352	967	2473
353	583	468
353	868	1990
353	149	2660
353	915	3124
353	515	3052
353	129	706
353	822	2729
353	324	2713
353	897	2280
353	832	973
353	465	472
354	856	1241
354	240	2220
354	712	1717
354	223	1477
354	502	3277
354	215	2913
354	524	2940
354	786	1950
354	168	1768
354	694	898
355	647	1866
355	157	1332
355	21	1292
355	559	2187
355	87	1219
355	756	2459
355	76	1635
356	295	1923
356	995	1833
356	23	1685
356	777	642
356	719	2634
356	302	370
356	208	3024
357	433	350
357	513	3368
357	748	3023
357	399	2704
357	448	979
357	807	1935
357	945	929
358	125	1297
358	171	3450
358	838	2232
358	340	2350
358	805	2662
358	190	1783
358	831	800
358	65	3414
358	845	3535
359	26	2089
359	849	2184
359	136	520
359	128	2892
359	463	2002
359	895	2381
359	443	603
359	905	983
360	292	982
360	50	1644
360	875	422
360	851	926
360	330	2964
360	852	3073
360	581	1951
360	294	3376
360	34	1254
361	562	1250
361	849	1087
361	522	530
361	679	706
361	420	1425
361	470	862
361	237	1058
361	41	1340
362	335	908
362	662	332
362	523	1539
362	940	709
362	5	2847
362	365	1592
363	309	3000
363	822	3197
363	243	1580
363	285	2175
363	669	2688
363	317	1560
363	860	2527
363	501	1030
363	320	1596
363	990	2967
364	161	3511
364	962	2802
364	45	2981
364	93	595
364	560	628
364	382	2757
365	939	1921
365	907	560
365	42	1246
365	439	2744
365	513	1780
365	717	3024
365	674	2774
365	30	918
365	591	939
366	535	2388
366	469	491
366	984	1621
366	340	1012
366	369	2462
366	596	1450
366	419	3188
366	498	1131
366	48	2470
366	557	2199
366	810	1637
367	174	1039
367	136	3188
367	521	3185
367	497	2591
367	887	1345
367	378	3323
367	621	3200
367	670	3372
367	527	1367
368	791	2183
368	470	1921
368	913	2788
368	199	2618
368	975	894
368	577	500
368	560	385
368	691	1451
368	939	1087
368	763	3247
369	114	440
369	499	2832
369	227	2634
369	680	591
369	849	644
369	510	1155
369	127	2911
369	305	3275
370	931	1396
370	767	477
370	110	906
370	812	2292
370	282	2789
370	207	802
370	272	2598
370	433	2526
370	192	1114
370	489	2070
370	768	3434
371	435	508
371	687	1358
371	958	2877
371	752	1834
371	76	3561
371	31	3267
372	693	3109
372	202	3398
372	659	2609
372	818	424
372	422	2419
372	931	2525
372	326	1122
372	235	2831
372	435	2427
373	993	1421
373	135	2050
373	341	2132
373	111	1215
373	481	2141
373	104	3222
373	925	1065
373	715	1485
373	190	1963
374	257	573
374	967	3335
374	303	2182
374	673	3328
374	640	1762
374	510	2761
374	794	735
374	433	3113
374	931	2594
374	571	2266
374	252	3083
375	267	1566
375	41	628
375	594	732
375	584	1611
375	602	816
375	479	500
375	250	2289
375	932	1043
376	531	896
376	326	466
376	739	2265
376	610	611
376	180	150
376	241	1138
376	224	1102
376	429	2531
376	194	2998
377	971	1456
377	525	1680
377	340	3206
377	999	2535
377	180	1029
377	970	2744
377	785	2306
378	101	2228
378	289	3117
378	911	1167
378	826	1193
378	376	2825
378	7	3550
379	278	1002
379	941	413
379	83	2412
379	177	3270
379	90	840
379	867	465
380	44	2991
380	771	2841
380	528	1944
380	659	586
380	328	1545
380	537	2406
380	546	1045
380	824	1875
380	33	1587
380	126	634
380	80	2378
381	240	1727
381	598	2241
381	498	2538
381	782	365
381	789	2483
381	765	2973
381	450	2577
382	500	1992
382	71	2692
382	613	1440
382	253	2576
382	476	3212
382	687	1447
382	920	3315
382	854	1358
382	79	806
383	287	1845
383	506	692
383	556	2319
383	884	1864
383	484	3076
383	424	2607
384	549	1575
384	532	1549
384	220	913
384	588	2904
384	292	2825
384	886	2153
384	332	761
384	203	2286
384	429	2690
384	642	2949
384	209	2072
385	333	3214
385	158	3582
385	709	3370
385	496	1104
385	654	1834
385	18	2686
385	72	2070
385	516	1136
385	994	3348
385	977	3398
385	214	2152
386	40	1582
386	801	2938
386	984	1039
386	435	2440
386	375	1646
386	618	2510
386	230	2097
386	656	2437
387	224	1418
387	943	480
387	79	832
387	691	1553
387	849	1766
387	265	3112
387	879	3286
387	792	855
387	645	931
387	129	2351
388	975	981
388	128	2681
388	360	1087
388	93	1598
388	859	497
388	275	2463
389	759	3450
389	720	648
389	262	3476
389	339	616
389	986	1216
389	144	3399
389	99	3034
389	784	410
389	897	3197
390	167	1045
390	337	1538
390	602	932
390	255	1824
390	493	1632
390	404	1677
390	248	2841
390	295	565
390	643	484
390	717	1399
391	976	1130
391	601	2480
391	420	1767
391	944	2907
391	823	1844
391	885	1542
391	369	2893
391	895	765
391	583	1340
391	235	643
392	576	3324
392	543	997
392	711	2643
392	383	792
392	862	3351
392	375	2562
392	224	416
392	35	433
392	955	333
392	28	2867
392	222	1990
393	41	2961
393	42	1318
393	442	1512
393	582	1253
393	648	1760
393	49	1908
393	200	1453
393	784	2342
394	156	1696
394	657	1493
394	428	1065
394	667	1395
394	992	2521
394	507	954
394	810	717
395	328	684
395	991	330
395	735	2023
395	365	944
395	10	763
395	807	3008
395	305	2340
395	536	712
395	4	1014
395	456	2541
396	320	2052
396	465	2965
396	596	1540
396	532	3088
396	738	609
396	440	2658
396	911	125
397	553	3453
397	346	540
397	853	2135
397	45	1401
397	666	3147
397	305	864
397	89	559
397	630	2390
397	775	834
398	37	638
398	5	740
398	259	2028
398	889	2939
398	471	329
398	721	1750
398	411	2246
398	100	3549
398	662	3553
399	631	416
399	766	1919
399	348	2139
399	278	2289
399	134	2521
399	700	1681
399	139	3446
400	415	3110
400	918	1182
400	322	811
400	685	2140
400	156	3348
400	763	1767
400	70	1618
401	762	2882
401	817	1611
401	823	850
401	193	886
401	503	2390
401	623	3136
401	649	1033
401	388	2575
401	175	3449
401	885	1904
401	654	2774
402	169	2446
402	648	900
402	345	2255
402	998	910
402	589	2331
402	728	2041
402	560	996
403	810	2901
403	820	2819
403	507	2283
403	137	2169
403	79	1053
403	808	3476
403	288	2455
403	529	602
403	355	3147
403	697	3315
403	558	2387
404	588	757
404	30	669
404	757	1419
404	37	3375
404	673	1903
404	499	2382
405	430	1185
405	79	1908
405	510	3425
405	562	731
405	579	986
405	187	2476
405	118	2795
405	113	2341
405	629	2442
406	106	517
406	592	2076
406	256	1508
406	650	674
406	392	1471
406	482	1730
407	804	2346
407	66	1781
407	966	1936
407	63	2091
407	854	2315
407	967	3130
407	891	3502
407	533	3227
407	616	3067
407	354	976
408	452	3489
408	850	2798
408	4	1814
408	128	2751
408	821	671
408	238	2702
408	490	2616
408	119	414
408	121	663
408	570	905
409	454	1300
409	786	2795
409	216	936
409	134	2840
409	32	470
409	498	2505
409	631	2128
410	681	2630
410	12	1360
410	486	570
410	933	1463
410	927	3316
410	251	1073
411	656	2094
411	521	769
411	357	2725
411	347	433
411	626	2265
411	505	3376
411	242	2353
411	473	1132
411	331	1982
412	601	323
412	398	879
412	994	1070
412	898	3282
412	262	3337
412	269	3237
412	307	1536
413	703	1394
413	499	2627
413	490	748
413	512	1328
413	86	2265
413	260	1879
414	538	3517
414	999	673
414	579	2121
414	114	1798
414	447	1241
414	179	3515
414	656	599
415	453	965
415	25	3410
415	323	3210
415	123	2334
415	307	998
415	346	1865
415	245	2630
415	891	2531
415	685	659
415	183	2808
415	787	1725
416	974	1197
416	342	3387
416	903	3083
416	895	1835
416	269	1965
416	812	911
416	347	1715
416	831	1338
416	120	641
416	413	2233
417	710	2475
417	55	1222
417	437	3461
417	226	3584
417	718	2103
417	241	1211
417	1000	3698
417	450	2985
417	636	2770
417	112	3509
417	120	3107
418	57	3363
418	126	2532
418	662	2152
418	864	3301
418	423	2421
418	508	1333
418	119	3033
419	101	1232
419	589	1827
419	528	981
419	611	2089
419	31	339
419	257	1872
419	847	1774
419	439	1033
419	549	935
419	808	362
420	904	1488
420	751	771
420	933	2537
420	539	2269
420	995	1329
420	735	2513
420	274	1677
420	492	1051
420	825	339
420	320	1858
421	32	936
421	136	3046
421	483	1348
421	26	1987
421	578	374
421	878	1468
422	401	3084
422	243	2368
422	63	1240
422	354	3004
422	860	3072
422	969	3286
422	913	2085
422	491	2405
422	216	2528
423	425	1171
423	288	3039
423	89	3146
423	821	1786
423	369	2423
423	34	3574
423	140	886
424	93	2955
424	266	2718
424	955	1504
424	894	2448
424	360	3296
424	560	381
424	467	699
425	86	3564
425	933	1342
425	736	2335
425	987	2784
425	333	1703
425	252	524
426	889	3133
426	565	3364
426	269	693
426	229	900
426	440	2546
426	411	3184
427	711	2310
427	41	1991
427	179	2106
427	570	2329
427	860	474
427	960	813
427	950	3561
427	958	1748
427	588	1689
428	658	930
428	275	2939
428	696	1302
428	888	3225
428	660	1058
428	427	3225
429	898	3219
429	555	2434
429	194	3297
429	86	2298
429	487	1354
429	829	1949
429	132	2514
429	985	3588
429	203	1143
430	659	644
430	386	1790
430	699	2965
430	997	1690
430	855	1330
430	123	2291
430	937	1101
431	620	2591
431	945	957
431	951	1878
431	954	500
431	79	2207
431	553	2329
431	749	695
431	92	2391
431	205	2389
431	172	1857
431	358	3205
432	694	3236
432	830	1631
432	751	2906
432	280	2606
432	305	3116
432	845	3175
432	983	1731
432	460	501
432	137	2104
432	604	2219
433	416	3449
433	665	1310
433	515	2699
433	209	1507
433	381	437
433	887	2679
433	823	1083
433	324	2705
433	976	2781
433	522	2424
434	200	2871
434	896	1649
434	76	776
434	24	2969
434	310	2978
434	936	1205
434	131	3002
434	113	827
434	68	2878
434	456	2926
434	210	489
435	412	1541
435	222	1806
435	509	646
435	208	3312
435	548	1039
435	951	3302
435	633	2342
435	348	1795
435	98	1909
436	424	2032
436	520	1744
436	746	2914
436	418	1793
436	884	3378
436	802	507
436	549	1583
436	335	1111
436	635	1017
436	749	2574
436	312	2645
437	10	2401
437	368	3548
437	25	437
437	373	1170
437	480	3581
437	843	2114
438	561	1531
438	968	1712
438	625	466
438	884	1556
438	883	3064
438	404	481
439	225	1940
439	890	1207
439	47	988
439	816	568
439	545	2972
439	637	2476
439	254	3078
439	920	1414
439	850	2861
439	153	1397
439	982	796
440	974	2501
440	334	575
440	514	1303
440	156	752
440	882	1987
440	57	824
440	112	463
441	39	1373
441	303	918
441	529	2968
441	209	1826
441	492	2125
441	559	2613
441	613	2713
441	342	3414
441	705	2789
441	65	2443
441	645	1411
442	155	1771
442	817	1416
442	349	1627
442	639	3015
442	215	528
442	385	2766
442	357	2124
442	40	386
442	703	2236
442	790	3167
443	802	2357
443	66	1909
443	605	3314
443	740	1939
443	23	1724
443	973	1077
443	607	2201
443	783	1786
443	177	651
443	98	1374
444	454	3269
444	636	1436
444	4	464
444	158	1229
444	575	3013
444	945	1108
445	934	2434
445	439	932
445	32	2174
445	698	1598
445	777	3001
445	474	1364
445	746	874
445	591	935
445	499	3062
446	880	2061
446	400	1995
446	199	791
446	980	3229
446	712	2519
446	713	1416
446	170	1646
446	31	1367
447	663	1868
447	369	3331
447	791	3332
447	922	3030
447	324	3360
447	755	1307
447	387	3169
447	651	3335
448	584	3193
448	106	3515
448	500	3534
448	757	315
448	77	2856
448	229	1941
448	786	1051
448	264	1200
448	619	3214
448	298	3150
449	65	3355
449	541	332
449	250	1146
449	6	1032
449	878	3563
449	328	3102
449	62	2964
449	813	2343
450	43	1430
450	638	1039
450	172	607
450	394	3423
450	607	2036
450	724	3445
450	221	2623
450	256	1845
450	970	2008
450	822	300
451	972	3279
451	609	814
451	622	1123
451	635	3418
451	438	2149
451	481	1299
451	337	3575
451	908	3580
451	718	1747
451	435	3460
451	156	2823
452	604	3492
452	387	1241
452	826	1377
452	908	3581
452	785	885
452	584	517
452	339	2648
452	879	1445
453	935	2394
453	480	1312
453	241	2670
453	160	2599
453	486	903
453	894	1890
454	227	1817
454	91	3536
454	494	1607
454	504	2877
454	213	1494
454	623	2824
454	309	771
454	408	3169
454	142	975
454	948	635
454	314	1221
455	560	2406
455	1	2620
455	53	3133
455	738	788
455	439	2204
455	89	1929
455	51	3291
455	170	309
455	888	1100
455	907	2487
456	643	396
456	356	2872
456	731	2186
456	122	603
456	481	2123
456	341	1674
456	409	1214
456	667	457
457	946	591
457	818	3073
457	346	1732
457	377	1159
457	510	3472
457	122	3165
458	496	1022
458	24	1329
458	4	2226
458	75	1222
458	316	2909
458	507	2525
458	946	789
458	92	1728
458	969	478
458	350	2540
458	982	3107
459	179	1689
459	141	3482
459	873	2441
459	783	3244
459	102	2705
459	244	746
459	315	1792
459	638	391
459	649	1659
459	134	538
460	671	2147
460	518	843
460	562	591
460	998	1080
460	346	3440
460	374	1035
460	828	1472
460	708	1618
460	569	1578
460	278	1718
460	799	3560
461	797	1740
461	745	2942
461	988	3176
461	207	1268
461	683	2961
461	366	304
461	450	2938
461	533	1844
461	439	3013
461	598	3017
461	254	2272
462	106	695
462	287	3502
462	132	1652
462	499	3374
462	838	2803
462	916	2347
462	163	3406
462	410	2828
462	590	370
463	237	418
463	71	1618
463	650	2118
463	864	1566
463	943	2112
463	187	3208
463	524	2065
463	152	2116
463	437	342
463	772	2432
464	177	1951
464	774	1062
464	441	1284
464	35	2333
464	273	3356
464	434	869
465	530	3381
465	225	506
465	725	1361
465	976	1814
465	520	1065
465	562	2593
465	3	2651
465	912	2917
466	459	1121
466	214	1853
466	95	2073
466	597	1295
466	551	1378
466	967	2659
466	271	2094
466	685	1277
466	24	597
466	188	3157
467	511	2446
467	415	801
467	331	2674
467	457	1165
467	991	759
467	680	2897
467	313	2119
467	285	317
467	364	892
468	569	562
468	899	379
468	241	883
468	634	3468
468	255	1905
468	713	625
469	109	533
469	46	1225
469	499	1169
469	171	2664
469	113	1849
469	496	2001
469	611	2202
469	19	502
469	955	3207
469	207	2379
470	532	3033
470	482	1719
470	486	1334
470	538	3184
470	990	1530
470	641	3297
470	808	2996
470	717	2851
470	828	2282
470	626	1261
471	240	2655
471	727	579
471	594	1341
471	517	1087
471	146	1119
471	640	1184
471	438	3053
471	383	1285
471	439	1135
471	337	905
471	584	1766
472	186	1824
472	570	3404
472	804	1748
472	352	1353
472	954	3421
472	968	2633
472	430	1118
473	282	3343
473	665	320
473	23	2740
473	565	909
473	866	1385
473	65	582
473	390	1206
474	48	604
474	892	1598
474	108	3247
474	522	3358
474	758	3195
474	634	972
474	576	3186
474	459	444
474	312	1796
474	601	3559
475	929	1562
475	168	2609
475	214	1571
475	855	2351
475	338	1846
475	400	562
475	726	1070
475	144	3216
476	116	2049
476	398	1481
476	272	2429
476	488	2069
476	920	2202
476	268	1594
476	400	2657
476	887	702
476	846	871
476	906	2599
476	659	1746
477	597	995
477	891	2714
477	122	1019
477	440	2875
477	538	579
477	811	613
477	159	518
478	135	1976
478	382	1951
478	18	758
478	329	871
478	545	1258
478	962	1237
479	364	1522
479	437	876
479	198	3020
479	668	1827
479	602	2901
479	802	1520
479	879	2683
479	51	430
479	180	2071
479	970	490
480	187	2074
480	146	1079
480	716	3097
480	478	702
480	313	1261
480	673	3418
480	733	3520
480	925	669
480	516	1592
481	998	2859
481	107	2399
481	607	2671
